,Tweets,Tweets_token,rating_description_str,lower,no_punc,stopwords_removed,pos_tags,wordnet_pos,lemmatized
149,Attack On Titan Reveals Final Season Eren Jaeger Statue #URL# #URL#,"['Attack', 'On', 'Titan', 'Reveals', 'Final', 'Season', 'Eren', 'Jaeger', 'Statue', '#URL#', '#URL#']",Attack On Titan Reveals Final Season Eren Jaeger Statue #URL# #URL#,"['attack', 'on', 'titan', 'reveals', 'final', 'season', 'eren', 'jaeger', 'statue', '#', 'url', '#', '#', 'url', '#']","['attack', 'on', 'titan', 'reveals', 'final', 'season', 'eren', 'jaeger', 'statue', 'url', 'url']","['attack', 'on', 'titan', 'reveals', 'final', 'season', 'eren', 'jaeger', 'statue']","[('attack', 'NN'), ('on', 'IN'), ('titan', 'NN'), ('reveals', 'NNS'), ('final', 'JJ'), ('season', 'NN'), ('eren', 'NN'), ('jaeger', 'NN'), ('statue', 'NN')]","[('attack', 'n'), ('on', 'n'), ('titan', 'n'), ('reveals', 'n'), ('final', 'a'), ('season', 'n'), ('eren', 'n'), ('jaeger', 'n'), ('statue', 'n')]","['attack', 'on', 'titan', 'reveals', 'final', 'season', 'eren', 'jaeger', 'statue']"
150,"Adeeba, Michelle Yeoh in Forbes’ over-50s prominent Asian women’s list #URL# #URL#","['Adeeba,', 'Michelle', 'Yeoh', 'in', 'Forbes’', 'over-50s', 'prominent', 'Asian', 'women’s', 'list', '#URL#', '#URL#']","Adeeba, Michelle Yeoh in Forbes’ over-50s prominent Asian women’s list #URL# #URL#","['adeeba', ',', 'michelle', 'yeoh', 'in', 'forbes', '’', 'over-50s', 'prominent', 'asian', 'women', '’', 's', 'list', '#', 'url', '#', '#', 'url', '#']","['adeeba', 'michelle', 'yeoh', 'in', 'forbes', '’', 'over-50s', 'prominent', 'asian', 'women', '’', 's', 'list', 'url', 'url']","['adeeba', 'michelle', 'yeoh', 'in', 'forbes', '’', 'over-50s', 'prominent', 'asian', 'women', '’', 's', 'list']","[('adeeba', 'NN'), ('michelle', 'NN'), ('yeoh', 'NN'), ('in', 'IN'), ('forbes', 'JJ'), ('’', 'JJ'), ('over-50s', 'JJ'), ('prominent', 'JJ'), ('asian', 'JJ'), ('women', 'NNS'), ('’', 'VBP'), ('s', 'JJ'), ('list', 'NN')]","[('adeeba', 'n'), ('michelle', 'n'), ('yeoh', 'n'), ('in', 'n'), ('forbes', 'a'), ('’', 'a'), ('over-50s', 'a'), ('prominent', 'a'), ('asian', 'a'), ('women', 'n'), ('’', 'v'), ('s', 'a'), ('list', 'n')]","['adeeba', 'michelle', 'yeoh', 'in', 'forbes', '’', 'over-50s', 'prominent', 'asian', 'woman', '’', 's', 'list']"
151,Hideo Kojima Is Rumored To Be Working On A VR Game #URL# #URL#,"['Hideo', 'Kojima', 'Is', 'Rumored', 'To', 'Be', 'Working', 'On', 'A', 'VR', 'Game', '#URL#', '#URL#']",Hideo Kojima Is Rumored To Be Working On A VR Game #URL# #URL#,"['hideo', 'kojima', 'is', 'rumored', 'to', 'be', 'working', 'on', 'a', 'vr', 'game', '#', 'url', '#', '#', 'url', '#']","['hideo', 'kojima', 'is', 'rumored', 'to', 'be', 'working', 'on', 'a', 'vr', 'game', 'url', 'url']","['hideo', 'kojima', 'rumored', 'to', 'be', 'working', 'on', 'vr', 'game']","[('hideo', 'NN'), ('kojima', 'NN'), ('rumored', 'VBN'), ('to', 'TO'), ('be', 'VB'), ('working', 'VBG'), ('on', 'IN'), ('vr', 'JJ'), ('game', 'NN')]","[('hideo', 'n'), ('kojima', 'n'), ('rumored', 'v'), ('to', 'n'), ('be', 'v'), ('working', 'v'), ('on', 'n'), ('vr', 'a'), ('game', 'n')]","['hideo', 'kojima', 'rumor', 'to', 'be', 'work', 'on', 'vr', 'game']"
152,Fears for African refugees as coronavirus hits crowded Rome squat #URL# #URL#,"['Fears', 'for', 'African', 'refugees', 'as', 'coronavirus', 'hits', 'crowded', 'Rome', 'squat', '#URL#', '#URL#']",Fears for African refugees as coronavirus hits crowded Rome squat #URL# #URL#,"['fears', 'for', 'african', 'refugees', 'as', 'coronavirus', 'hits', 'crowded', 'rome', 'squat', '#', 'url', '#', '#', 'url', '#']","['fears', 'for', 'african', 'refugees', 'as', 'coronavirus', 'hits', 'crowded', 'rome', 'squat', 'url', 'url']","['fears', 'african', 'refugees', 'as', 'coronavirus', 'hits', 'crowded', 'rome', 'squat']","[('fears', 'NNS'), ('african', 'JJ'), ('refugees', 'NNS'), ('as', 'IN'), ('coronavirus', 'NN'), ('hits', 'NNS'), ('crowded', 'VBD'), ('rome', 'NN'), ('squat', 'NN')]","[('fears', 'n'), ('african', 'a'), ('refugees', 'n'), ('as', 'n'), ('coronavirus', 'n'), ('hits', 'n'), ('crowded', 'v'), ('rome', 'n'), ('squat', 'n')]","['fear', 'african', 'refugee', 'a', 'coronavirus', 'hit', 'crowd', 'rome', 'squat']"
153,"People Remember Bapu But Have Forgotten Khadi, PM Revived It: Amit Shah #URL# #URL#","['People', 'Remember', 'Bapu', 'But', 'Have', 'Forgotten', 'Khadi,', 'PM', 'Revived', 'It:', 'Amit', 'Shah', '#URL#', '#URL#']","People Remember Bapu But Have Forgotten Khadi, PM Revived It: Amit Shah #URL# #URL#","['people', 'remember', 'bapu', 'but', 'have', 'forgotten', 'khadi', ',', 'pm', 'revived', 'it', ':', 'amit', 'shah', '#', 'url', '#', '#', 'url', '#']","['people', 'remember', 'bapu', 'but', 'have', 'forgotten', 'khadi', 'pm', 'revived', 'it', 'amit', 'shah', 'url', 'url']","['people', 'remember', 'bapu', 'but', 'forgotten', 'khadi', 'pm', 'revived', 'amit', 'shah']","[('people', 'NNS'), ('remember', 'VBP'), ('bapu', 'JJ'), ('but', 'CC'), ('forgotten', 'JJ'), ('khadi', 'NN'), ('pm', 'NN'), ('revived', 'VBD'), ('amit', 'NN'), ('shah', 'NN')]","[('people', 'n'), ('remember', 'v'), ('bapu', 'a'), ('but', 'n'), ('forgotten', 'a'), ('khadi', 'n'), ('pm', 'n'), ('revived', 'v'), ('amit', 'n'), ('shah', 'n')]","['people', 'remember', 'bapu', 'but', 'forgotten', 'khadi', 'pm', 'revive', 'amit', 'shah']"
154,Centrifuge Becomes The 9th Parachain Slot On Polkadot: Report #URL# #URL#,"['Centrifuge', 'Becomes', 'The', '9th', 'Parachain', 'Slot', 'On', 'Polkadot:', 'Report', '#URL#', '#URL#']",Centrifuge Becomes The 9th Parachain Slot On Polkadot: Report #URL# #URL#,"['centrifuge', 'becomes', 'the', '9th', 'parachain', 'slot', 'on', 'polkadot', ':', 'report', '#', 'url', '#', '#', 'url', '#']","['centrifuge', 'becomes', 'the', '9th', 'parachain', 'slot', 'on', 'polkadot', 'report', 'url', 'url']","['centrifuge', 'becomes', '9th', 'parachain', 'slot', 'on', 'polkadot', 'report']","[('centrifuge', 'NN'), ('becomes', 'VBZ'), ('9th', 'CD'), ('parachain', 'NN'), ('slot', 'NN'), ('on', 'IN'), ('polkadot', 'NNS'), ('report', 'NN')]","[('centrifuge', 'n'), ('becomes', 'v'), ('9th', 'n'), ('parachain', 'n'), ('slot', 'n'), ('on', 'n'), ('polkadot', 'n'), ('report', 'n')]","['centrifuge', 'become', '9th', 'parachain', 'slot', 'on', 'polkadot', 'report']"
155,Truckers to converge on Ottawa for protest against vaccine mandates #URL# #URL#,"['Truckers', 'to', 'converge', 'on', 'Ottawa', 'for', 'protest', 'against', 'vaccine', 'mandates', '#URL#', '#URL#']",Truckers to converge on Ottawa for protest against vaccine mandates #URL# #URL#,"['truckers', 'to', 'converge', 'on', 'ottawa', 'for', 'protest', 'against', 'vaccine', 'mandates', '#', 'url', '#', '#', 'url', '#']","['truckers', 'to', 'converge', 'on', 'ottawa', 'for', 'protest', 'against', 'vaccine', 'mandates', 'url', 'url']","['truckers', 'to', 'converge', 'on', 'ottawa', 'protest', 'against', 'vaccine', 'mandates']","[('truckers', 'NNS'), ('to', 'TO'), ('converge', 'VB'), ('on', 'IN'), ('ottawa', 'JJ'), ('protest', 'NN'), ('against', 'IN'), ('vaccine', 'NN'), ('mandates', 'NNS')]","[('truckers', 'n'), ('to', 'n'), ('converge', 'v'), ('on', 'n'), ('ottawa', 'a'), ('protest', 'n'), ('against', 'n'), ('vaccine', 'n'), ('mandates', 'n')]","['trucker', 'to', 'converge', 'on', 'ottawa', 'protest', 'against', 'vaccine', 'mandate']"
156,'Where Is This Going To Lead?': Roma People In Europe Face Coronavirus Disaster #URL# #URL#,"[""'Where"", 'Is', 'This', 'Going', 'To', ""Lead?':"", 'Roma', 'People', 'In', 'Europe', 'Face', 'Coronavirus', 'Disaster', '#URL#', '#URL#']",'Where Is This Going To Lead?': Roma People In Europe Face Coronavirus Disaster #URL# #URL#,"[""'where"", 'is', 'this', 'going', 'to', 'lead', '?', ""'"", ':', 'roma', 'people', 'in', 'europe', 'face', 'coronavirus', 'disaster', '#', 'url', '#', '#', 'url', '#']","[""'where"", 'is', 'this', 'going', 'to', 'lead', 'roma', 'people', 'in', 'europe', 'face', 'coronavirus', 'disaster', 'url', 'url']","[""'where"", 'this', 'going', 'to', 'lead', 'roma', 'people', 'in', 'europe', 'face', 'coronavirus', 'disaster']","[(""'where"", 'RB'), ('this', 'DT'), ('going', 'VBG'), ('to', 'TO'), ('lead', 'VB'), ('roma', 'NN'), ('people', 'NNS'), ('in', 'IN'), ('europe', 'JJ'), ('face', 'NN'), ('coronavirus', 'NN'), ('disaster', 'NN')]","[(""'where"", 'r'), ('this', 'n'), ('going', 'v'), ('to', 'n'), ('lead', 'v'), ('roma', 'n'), ('people', 'n'), ('in', 'n'), ('europe', 'a'), ('face', 'n'), ('coronavirus', 'n'), ('disaster', 'n')]","[""'where"", 'this', 'go', 'to', 'lead', 'rom', 'people', 'in', 'europe', 'face', 'coronavirus', 'disaster']"
157,J’can businessman among 100 Most Influential People of African Descent #URL#,"['J’can', 'businessman', 'among', '100', 'Most', 'Influential', 'People', 'of', 'African', 'Descent', '#URL#']",J’can businessman among 100 Most Influential People of African Descent #URL#,"['j', '’', 'can', 'businessman', 'among', '100', 'most', 'influential', 'people', 'of', 'african', 'descent', '#', 'url', '#']","['j', '’', 'can', 'businessman', 'among', '100', 'most', 'influential', 'people', 'of', 'african', 'descent', 'url']","['j', '’', 'can', 'businessman', 'among', '100', 'most', 'influential', 'people', 'african', 'descent']","[('j', 'NN'), ('’', 'NN'), ('can', 'MD'), ('businessman', 'VB'), ('among', 'IN'), ('100', 'CD'), ('most', 'JJS'), ('influential', 'JJ'), ('people', 'NNS'), ('african', 'JJ'), ('descent', 'NN')]","[('j', 'n'), ('’', 'n'), ('can', 'n'), ('businessman', 'v'), ('among', 'n'), ('100', 'n'), ('most', 'a'), ('influential', 'a'), ('people', 'n'), ('african', 'a'), ('descent', 'n')]","['j', '’', 'can', 'businessman', 'among', '100', 'most', 'influential', 'people', 'african', 'descent']"
158,SEC Approved BSTX To Make Blockchain Settlements On Markets #URL# #URL#,"['SEC', 'Approved', 'BSTX', 'To', 'Make', 'Blockchain', 'Settlements', 'On', 'Markets', '#URL#', '#URL#']",SEC Approved BSTX To Make Blockchain Settlements On Markets #URL# #URL#,"['sec', 'approved', 'bstx', 'to', 'make', 'blockchain', 'settlements', 'on', 'markets', '#', 'url', '#', '#', 'url', '#']","['sec', 'approved', 'bstx', 'to', 'make', 'blockchain', 'settlements', 'on', 'markets', 'url', 'url']","['sec', 'approved', 'bstx', 'to', 'make', 'blockchain', 'settlements', 'on', 'markets']","[('sec', 'NN'), ('approved', 'VBD'), ('bstx', 'NN'), ('to', 'TO'), ('make', 'VB'), ('blockchain', 'NN'), ('settlements', 'NNS'), ('on', 'IN'), ('markets', 'NNS')]","[('sec', 'n'), ('approved', 'v'), ('bstx', 'n'), ('to', 'n'), ('make', 'v'), ('blockchain', 'n'), ('settlements', 'n'), ('on', 'n'), ('markets', 'n')]","['sec', 'approve', 'bstx', 'to', 'make', 'blockchain', 'settlement', 'on', 'market']"
159,"Top Sundance prize goes to 'Midwives,' about a Buddhist midwife and her Muslim trainee #URL# #URL#","['Top', 'Sundance', 'prize', 'goes', 'to', ""'Midwives,'"", 'about', 'a', 'Buddhist', 'midwife', 'and', 'her', 'Muslim', 'trainee', '#URL#', '#URL#']","Top Sundance prize goes to 'Midwives,' about a Buddhist midwife and her Muslim trainee #URL# #URL#","['top', 'sundance', 'prize', 'goes', 'to', ""'midwives"", ',', ""'"", 'about', 'a', 'buddhist', 'midwife', 'and', 'her', 'muslim', 'trainee', '#', 'url', '#', '#', 'url', '#']","['top', 'sundance', 'prize', 'goes', 'to', ""'midwives"", 'about', 'a', 'buddhist', 'midwife', 'and', 'her', 'muslim', 'trainee', 'url', 'url']","['top', 'sundance', 'prize', 'goes', 'to', ""'midwives"", 'about', 'buddhist', 'midwife', 'and', 'her', 'muslim', 'trainee']","[('top', 'JJ'), ('sundance', 'NN'), ('prize', 'NN'), ('goes', 'VBZ'), ('to', 'TO'), (""'midwives"", 'VB'), ('about', 'IN'), ('buddhist', 'JJ'), ('midwife', 'NN'), ('and', 'CC'), ('her', 'PRP$'), ('muslim', 'NN'), ('trainee', 'NN')]","[('top', 'a'), ('sundance', 'n'), ('prize', 'n'), ('goes', 'v'), ('to', 'n'), (""'midwives"", 'v'), ('about', 'n'), ('buddhist', 'a'), ('midwife', 'n'), ('and', 'n'), ('her', 'n'), ('muslim', 'n'), ('trainee', 'n')]","['top', 'sundance', 'prize', 'go', 'to', ""'midwives"", 'about', 'buddhist', 'midwife', 'and', 'her', 'muslim', 'trainee']"
160,Canadian PM Justin Trudeau moved to undisclosed location as trucker protest descends on Ottawa #URL# #URL#,"['Canadian', 'PM', 'Justin', 'Trudeau', 'moved', 'to', 'undisclosed', 'location', 'as', 'trucker', 'protest', 'descends', 'on', 'Ottawa', '#URL#', '#URL#']",Canadian PM Justin Trudeau moved to undisclosed location as trucker protest descends on Ottawa #URL# #URL#,"['canadian', 'pm', 'justin', 'trudeau', 'moved', 'to', 'undisclosed', 'location', 'as', 'trucker', 'protest', 'descends', 'on', 'ottawa', '#', 'url', '#', '#', 'url', '#']","['canadian', 'pm', 'justin', 'trudeau', 'moved', 'to', 'undisclosed', 'location', 'as', 'trucker', 'protest', 'descends', 'on', 'ottawa', 'url', 'url']","['canadian', 'pm', 'justin', 'trudeau', 'moved', 'to', 'undisclosed', 'location', 'as', 'trucker', 'protest', 'descends', 'on', 'ottawa']","[('canadian', 'JJ'), ('pm', 'NN'), ('justin', 'NN'), ('trudeau', 'NN'), ('moved', 'VBD'), ('to', 'TO'), ('undisclosed', 'JJ'), ('location', 'NN'), ('as', 'IN'), ('trucker', 'NN'), ('protest', 'NN'), ('descends', 'VBZ'), ('on', 'IN'), ('ottawa', 'NN')]","[('canadian', 'a'), ('pm', 'n'), ('justin', 'n'), ('trudeau', 'n'), ('moved', 'v'), ('to', 'n'), ('undisclosed', 'a'), ('location', 'n'), ('as', 'n'), ('trucker', 'n'), ('protest', 'n'), ('descends', 'v'), ('on', 'n'), ('ottawa', 'n')]","['canadian', 'pm', 'justin', 'trudeau', 'move', 'to', 'undisclosed', 'location', 'a', 'trucker', 'protest', 'descend', 'on', 'ottawa']"
161,"Budget 2022: Police to receive RM13mil to beef up Sexual, Women and Child Investigation Division (D11) #URL# #URL#","['Budget', '2022:', 'Police', 'to', 'receive', 'RM13mil', 'to', 'beef', 'up', 'Sexual,', 'Women', 'and', 'Child', 'Investigation', 'Division', '(D11)', '#URL#', '#URL#']","Budget 2022: Police to receive RM13mil to beef up Sexual, Women and Child Investigation Division (D11) #URL# #URL#","['budget', '2022', ':', 'police', 'to', 'receive', 'rm13mil', 'to', 'beef', 'up', 'sexual', ',', 'women', 'and', 'child', 'investigation', 'division', '(', 'd11', ')', '#', 'url', '#', '#', 'url', '#']","['budget', '2022', 'police', 'to', 'receive', 'rm13mil', 'to', 'beef', 'up', 'sexual', 'women', 'and', 'child', 'investigation', 'division', 'd11', 'url', 'url']","['budget', '2022', 'police', 'to', 'receive', 'rm13mil', 'to', 'beef', 'up', 'sexual', 'women', 'and', 'child', 'investigation', 'division', 'd11']","[('budget', 'NN'), ('2022', 'CD'), ('police', 'NN'), ('to', 'TO'), ('receive', 'VB'), ('rm13mil', 'NN'), ('to', 'TO'), ('beef', 'VB'), ('up', 'RP'), ('sexual', 'JJ'), ('women', 'NNS'), ('and', 'CC'), ('child', 'VB'), ('investigation', 'NN'), ('division', 'NN'), ('d11', 'NN')]","[('budget', 'n'), ('2022', 'n'), ('police', 'n'), ('to', 'n'), ('receive', 'v'), ('rm13mil', 'n'), ('to', 'n'), ('beef', 'v'), ('up', 'r'), ('sexual', 'a'), ('women', 'n'), ('and', 'n'), ('child', 'v'), ('investigation', 'n'), ('division', 'n'), ('d11', 'n')]","['budget', '2022', 'police', 'to', 'receive', 'rm13mil', 'to', 'beef', 'up', 'sexual', 'woman', 'and', 'child', 'investigation', 'division', 'd11']"
162,Can EVs proliferate with or without Build Back Better Act? #URL# #URL#,"['Can', 'EVs', 'proliferate', 'with', 'or', 'without', 'Build', 'Back', 'Better', 'Act?', '#URL#', '#URL#']",Can EVs proliferate with or without Build Back Better Act? #URL# #URL#,"['can', 'evs', 'proliferate', 'with', 'or', 'without', 'build', 'back', 'better', 'act', '?', '#', 'url', '#', '#', 'url', '#']","['can', 'evs', 'proliferate', 'with', 'or', 'without', 'build', 'back', 'better', 'act', 'url', 'url']","['can', 'evs', 'proliferate', 'with', 'without', 'build', 'back', 'better', 'act']","[('can', 'MD'), ('evs', 'VB'), ('proliferate', 'NN'), ('with', 'IN'), ('without', 'IN'), ('build', 'NN'), ('back', 'RB'), ('better', 'RBR'), ('act', 'NN')]","[('can', 'n'), ('evs', 'v'), ('proliferate', 'n'), ('with', 'n'), ('without', 'n'), ('build', 'n'), ('back', 'r'), ('better', 'r'), ('act', 'n')]","['can', 'evs', 'proliferate', 'with', 'without', 'build', 'back', 'well', 'act']"
163,"""Avoid War Or Situation Would Be..."": US' Warning To Russia On Ukraine #URL# #URL#","['""Avoid', 'War', 'Or', 'Situation', 'Would', 'Be..."":', ""US'"", 'Warning', 'To', 'Russia', 'On', 'Ukraine', '#URL#', '#URL#']","""Avoid War Or Situation Would Be..."": US' Warning To Russia On Ukraine #URL# #URL#","['``', 'avoid', 'war', 'or', 'situation', 'would', 'be', '...', ""''"", ':', 'us', ""'"", 'warning', 'to', 'russia', 'on', 'ukraine', '#', 'url', '#', '#', 'url', '#']","['``', 'avoid', 'war', 'or', 'situation', 'would', 'be', '...', ""''"", 'us', 'warning', 'to', 'russia', 'on', 'ukraine', 'url', 'url']","['``', 'avoid', 'war', 'situation', 'would', 'be', '...', ""''"", 'us', 'warning', 'to', 'russia', 'on', 'ukraine']","[('``', '``'), ('avoid', 'JJ'), ('war', 'NN'), ('situation', 'NN'), ('would', 'MD'), ('be', 'VB'), ('...', ':'), (""''"", ""''""), ('us', 'PRP'), ('warning', 'VBG'), ('to', 'TO'), ('russia', 'VB'), ('on', 'IN'), ('ukraine', 'NN')]","[('``', 'n'), ('avoid', 'a'), ('war', 'n'), ('situation', 'n'), ('would', 'n'), ('be', 'v'), ('...', 'n'), (""''"", 'n'), ('us', 'n'), ('warning', 'v'), ('to', 'n'), ('russia', 'v'), ('on', 'n'), ('ukraine', 'n')]","['``', 'avoid', 'war', 'situation', 'would', 'be', '...', ""''"", 'u', 'warn', 'to', 'russia', 'on', 'ukraine']"
164,Barty 'humbled' after joining tennis royalty #URL# #URL#,"['Barty', ""'humbled'"", 'after', 'joining', 'tennis', 'royalty', '#URL#', '#URL#']",Barty 'humbled' after joining tennis royalty #URL# #URL#,"['barty', ""'humbled"", ""'"", 'after', 'joining', 'tennis', 'royalty', '#', 'url', '#', '#', 'url', '#']","['barty', ""'humbled"", 'after', 'joining', 'tennis', 'royalty', 'url', 'url']","['barty', ""'humbled"", 'after', 'joining', 'tennis', 'royalty']","[('barty', 'NN'), (""'humbled"", 'VBD'), ('after', 'IN'), ('joining', 'VBG'), ('tennis', 'NN'), ('royalty', 'NN')]","[('barty', 'n'), (""'humbled"", 'v'), ('after', 'n'), ('joining', 'v'), ('tennis', 'n'), ('royalty', 'n')]","['barty', ""'humbled"", 'after', 'join', 'tennis', 'royalty']"
165,Biden stresses support for more police funding in shift from progressives #URL# #URL#,"['Biden', 'stresses', 'support', 'for', 'more', 'police', 'funding', 'in', 'shift', 'from', 'progressives', '#URL#', '#URL#']",Biden stresses support for more police funding in shift from progressives #URL# #URL#,"['biden', 'stresses', 'support', 'for', 'more', 'police', 'funding', 'in', 'shift', 'from', 'progressives', '#', 'url', '#', '#', 'url', '#']","['biden', 'stresses', 'support', 'for', 'more', 'police', 'funding', 'in', 'shift', 'from', 'progressives', 'url', 'url']","['biden', 'stresses', 'support', 'more', 'police', 'funding', 'in', 'shift', 'from', 'progressives']","[('biden', 'NN'), ('stresses', 'VBZ'), ('support', 'RB'), ('more', 'JJR'), ('police', 'NNS'), ('funding', 'VBG'), ('in', 'IN'), ('shift', 'NN'), ('from', 'IN'), ('progressives', 'NNS')]","[('biden', 'n'), ('stresses', 'v'), ('support', 'r'), ('more', 'a'), ('police', 'n'), ('funding', 'v'), ('in', 'n'), ('shift', 'n'), ('from', 'n'), ('progressives', 'n')]","['biden', 'stress', 'support', 'more', 'police', 'fund', 'in', 'shift', 'from', 'progressive']"
166,Do-it-all Brian Kilmeade adds to Fox duties when ‘One Nation’ debuts Saturday at 8 pm #URL# #URL#,"['Do-it-all', 'Brian', 'Kilmeade', 'adds', 'to', 'Fox', 'duties', 'when', '‘One', 'Nation’', 'debuts', 'Saturday', 'at', '8', 'pm', '#URL#', '#URL#']",Do-it-all Brian Kilmeade adds to Fox duties when ‘One Nation’ debuts Saturday at 8 pm #URL# #URL#,"['do-it-all', 'brian', 'kilmeade', 'adds', 'to', 'fox', 'duties', 'when', '‘', 'one', 'nation', '’', 'debuts', 'saturday', 'at', '8', 'pm', '#', 'url', '#', '#', 'url', '#']","['do-it-all', 'brian', 'kilmeade', 'adds', 'to', 'fox', 'duties', 'when', '‘', 'one', 'nation', '’', 'debuts', 'saturday', 'at', '8', 'pm', 'url', 'url']","['do-it-all', 'brian', 'kilmeade', 'adds', 'to', 'fox', 'duties', 'when', '‘', 'one', 'nation', '’', 'debuts', 'saturday', 'at', '8', 'pm']","[('do-it-all', 'JJ'), ('brian', 'NN'), ('kilmeade', 'NN'), ('adds', 'VBZ'), ('to', 'TO'), ('fox', 'VB'), ('duties', 'NNS'), ('when', 'WRB'), ('‘', 'VBP'), ('one', 'CD'), ('nation', 'NN'), ('’', 'NNP'), ('debuts', 'VBZ'), ('saturday', 'NN'), ('at', 'IN'), ('8', 'CD'), ('pm', 'NN')]","[('do-it-all', 'a'), ('brian', 'n'), ('kilmeade', 'n'), ('adds', 'v'), ('to', 'n'), ('fox', 'v'), ('duties', 'n'), ('when', 'n'), ('‘', 'v'), ('one', 'n'), ('nation', 'n'), ('’', 'n'), ('debuts', 'v'), ('saturday', 'n'), ('at', 'n'), ('8', 'n'), ('pm', 'n')]","['do-it-all', 'brian', 'kilmeade', 'add', 'to', 'fox', 'duty', 'when', '‘', 'one', 'nation', '’', 'debut', 'saturday', 'at', '8', 'pm']"
167,WWE's WrestleMania 38 Sign Caught Fire Again After Brock Lesnar Won the 2022 Men's Royal Rumble #URL# #URL#,"[""WWE's"", 'WrestleMania', '38', 'Sign', 'Caught', 'Fire', 'Again', 'After', 'Brock', 'Lesnar', 'Won', 'the', '2022', ""Men's"", 'Royal', 'Rumble', '#URL#', '#URL#']",WWE's WrestleMania 38 Sign Caught Fire Again After Brock Lesnar Won the 2022 Men's Royal Rumble #URL# #URL#,"['wwe', ""'s"", 'wrestlemania', '38', 'sign', 'caught', 'fire', 'again', 'after', 'brock', 'lesnar', 'won', 'the', '2022', 'men', ""'s"", 'royal', 'rumble', '#', 'url', '#', '#', 'url', '#']","['wwe', ""'s"", 'wrestlemania', '38', 'sign', 'caught', 'fire', 'again', 'after', 'brock', 'lesnar', 'won', 'the', '2022', 'men', ""'s"", 'royal', 'rumble', 'url', 'url']","['wwe', ""'s"", 'wrestlemania', '38', 'sign', 'caught', 'fire', 'again', 'after', 'brock', 'lesnar', 'won', '2022', 'men', ""'s"", 'royal', 'rumble']","[('wwe', 'NN'), (""'s"", 'POS'), ('wrestlemania', 'NN'), ('38', 'CD'), ('sign', 'NN'), ('caught', 'VBD'), ('fire', 'NN'), ('again', 'RB'), ('after', 'IN'), ('brock', 'NN'), ('lesnar', 'NN'), ('won', 'VBD'), ('2022', 'CD'), ('men', 'NNS'), (""'s"", 'POS'), ('royal', 'NN'), ('rumble', 'NN')]","[('wwe', 'n'), (""'s"", 'n'), ('wrestlemania', 'n'), ('38', 'n'), ('sign', 'n'), ('caught', 'v'), ('fire', 'n'), ('again', 'r'), ('after', 'n'), ('brock', 'n'), ('lesnar', 'n'), ('won', 'v'), ('2022', 'n'), ('men', 'n'), (""'s"", 'n'), ('royal', 'n'), ('rumble', 'n')]","['wwe', ""'s"", 'wrestlemania', '38', 'sign', 'catch', 'fire', 'again', 'after', 'brock', 'lesnar', 'win', '2022', 'men', ""'s"", 'royal', 'rumble']"
168,Ukrainian president downplays U.S. assessment of imminent invasion #URL#,"['Ukrainian', 'president', 'downplays', 'YOU.S.', 'assessment', 'of', 'imminent', 'invasion', '#URL#']",Ukrainian president downplays YOU.S. assessment of imminent invasion #URL#,"['ukrainian', 'president', 'downplays', 'you.s', '.', 'assessment', 'of', 'imminent', 'invasion', '#', 'url', '#']","['ukrainian', 'president', 'downplays', 'you.s', 'assessment', 'of', 'imminent', 'invasion', 'url']","['ukrainian', 'president', 'downplays', 'you.s', 'assessment', 'imminent', 'invasion']","[('ukrainian', 'JJ'), ('president', 'NN'), ('downplays', 'NNS'), ('you.s', 'VBP'), ('assessment', 'JJ'), ('imminent', 'JJ'), ('invasion', 'NN')]","[('ukrainian', 'a'), ('president', 'n'), ('downplays', 'n'), ('you.s', 'v'), ('assessment', 'a'), ('imminent', 'a'), ('invasion', 'n')]","['ukrainian', 'president', 'downplays', 'you.s', 'assessment', 'imminent', 'invasion']"
169,Data suggest Qatar has reached peak of Covid third wave: MoPH #URL# #URL#,"['Data', 'suggest', 'Qatar', 'has', 'reached', 'peak', 'of', 'Covid', 'third', 'wave:', 'MoPH', '#URL#', '#URL#']",Data suggest Qatar has reached peak of Covid third wave: MoPH #URL# #URL#,"['data', 'suggest', 'qatar', 'has', 'reached', 'peak', 'of', 'covid', 'third', 'wave', ':', 'moph', '#', 'url', '#', '#', 'url', '#']","['data', 'suggest', 'qatar', 'has', 'reached', 'peak', 'of', 'covid', 'third', 'wave', 'moph', 'url', 'url']","['data', 'suggest', 'qatar', 'reached', 'peak', 'covid', 'third', 'wave', 'moph']","[('data', 'NNS'), ('suggest', 'VBP'), ('qatar', 'NN'), ('reached', 'VBN'), ('peak', 'NN'), ('covid', 'JJ'), ('third', 'JJ'), ('wave', 'NN'), ('moph', 'NN')]","[('data', 'n'), ('suggest', 'v'), ('qatar', 'n'), ('reached', 'v'), ('peak', 'n'), ('covid', 'a'), ('third', 'a'), ('wave', 'n'), ('moph', 'n')]","['data', 'suggest', 'qatar', 'reach', 'peak', 'covid', 'third', 'wave', 'moph']"
